Date,HomeTeam,AwayTeam,Referee,FTR,HGMA,AGMA,HSMA,ASMA,HSTMA,ASTMA,HCMA,ACMA,HFMA,AFMA,HYMA,AYMA,HRMA,ARMA
19/08/00,Charlton,Man City,Rob Harris,H,-0.7475622638085487,1.8533689866050942,-0.9282903426755175,2.448579557225579,0.030569502160142745,1.1395838819264414,-1.1558841381589091,1.8007679478330654,1.2661009780039187,-1.298174680261605,-1.2019432211488146,-1.0944686517552964,-0.8504603640130017,-0.31530565607120653
19/08/00,Chelsea,West Ham,Graham Barber,H,0.6176955485787868,0.3532130933001136,1.196381324100968,0.77921319190108,0.5474011785426559,-0.06134322094642797,1.523888401121466,0.9239968338783789,-0.11176721436596113,-1.7817459108973264,-0.13710851547108532,-1.362430044622203,-0.07841333969159697,1.0539433764675357
19/08/00,Coventry,Middlesbrough,Barry Knight,A,-1.600848396550634,-1.1469428000048678,-0.7122220375796038,-0.8901531734234193,0.20284672762098047,-0.9953976342919936,0.407316509754643,-1.5678789636770476,2.2070841337687144,0.8617768165779511,-0.40331719189051796,-0.2905844731545773,0.6936336846298078,0.3693188601981646
19/08/00,Derby,Southampton,Andy D'Urso,D,-1.6861770098248423,-0.9326348152470133,-1.3604269528673454,0.2426311459039198,-0.5896285094988734,-0.2837371288858487,-0.35195237637479626,1.0624343781870131,1.9382318035502013,-0.040889480608729344,-0.2702128536808016,-0.6925265624549372,-0.07841333969159697,-0.31530565607120653
19/08/00,Leeds,Everton,Dermot Gallagher,H,-0.6622336505343406,-0.9326348152470133,0.044017030256094235,-0.13496362720519345,-0.45180672913020303,-1.1288339790556456,-0.03931224679208614,-0.6449620016194823,1.7029860146090026,-0.040889480608729344,1.1939348666260765,-0.2905844731545773,1.4656807089512123,-0.31530565607120653
19/08/00,Leicester,Aston Villa,Mike Riley,D,0.788352775127204,-0.0754028762155957,-0.06401712229186227,1.1568079650101926,0.16839128252881305,0.25000825016876016,-0.5752667546481608,1.2931636187014046,-0.8175045811895572,0.4749198320693741,-1.068838882939099,1.4511645804803137,-0.8504603640130017,-0.9999301723405777
19/08/00,Liverpool,Bradford,Paul Durkin,H,0.3617097087561615,-1.4684047771416495,1.6465236263841216,-1.0690138554224724,0.2717576178053153,-0.04651696041713333,1.791865655049504,-0.5988161535166041,-0.3470130033071598,2.269506399095274,-0.2702128536808016,-0.33524470529906214,-0.07841333969159697,0.14111068810837413
19/08/00,Sunderland,Arsenal,Steve Dunn,H,-1.0035481036311744,0.24605910092118627,-0.06401712229186227,0.6202259190130324,-0.8652720702362133,-0.01686443935854406,-0.530603878993488,0.0010798718208136322,0.4931505286256934,-0.6856511214563581,0.5284131755774957,0.11135761614578196,-0.07841333969159697,0.3693188601981646
19/08/00,Tottenham,Ipswich,Alan Wiley,H,1.5563102945950809,0.03175111616333162,0.8182617901831187,-0.7112924914243653,1.0642328549251692,-0.06134322094642797,0.407316509754643,-0.1373576724878215,0.3251178222391228,1.861157359891775,0.5284131755774957,-0.6925265624549372,-0.8504603640130017,-0.31530565607120653
20/08/00,Man United,Newcastle,Steve Lodge,H,0.5323669353045787,-0.6111728381102316,0.18806256698670354,-0.7709127187573833,0.20284672762098047,-0.8619612895283415,-0.44127812768414176,-0.460378609207969,-0.5486522509710451,-1.1692223520920797,0.9277261902066439,-0.2905844731545773,-0.8504603640130017,-0.9999301723405777
21/08/00,Arsenal,Liverpool,Graham Poll,H,0.5323669353045787,2.3891389484997303,0.8722788664570973,2.2299720570045136,0.2373021727131479,1.4509353530416296,0.18400213148127845,1.9853513402445786,-0.5822587922483584,-0.2665560549053992,-0.40331719189051796,-1.2284493481887497,-0.07841333969159697,-0.31530565607120653
22/08/00,Bradford,Chelsea,Mark Halsey,H,-0.7760051348999519,1.3175990247104585,-1.0123169057683732,0.7990866010120855,0.20284672762098047,0.605838502871833,-0.7241430068304041,0.6009758971582306,1.7814012775894013,0.12030092960317784,-0.35894907915394547,-0.022623080287671325,-0.8504603640130017,-0.31530565607120653
22/08/00,Ipswich,Man United,Jeff Winter,D,-0.49157642398592344,0.7818290628158224,0.00800564607344207,0.5208588734580026,0.857500184372164,0.8282324108112533,1.9258542820135225,0.23180911233520496,-0.7838980399122437,1.28087188312891,-2.666090941455693,1.0492224911799544,-0.07841333969159697,-0.31530565607120653
22/08/00,Middlesbrough,Tottenham,Peter Jones,D,-1.3448625567280084,1.3175990247104585,-0.6401992692142995,0.043897054793860406,-0.45180672913020303,0.25000825016876016,0.05001350451726017,-0.5526703054137261,0.15708511585255214,-0.2665560549053992,0.6615175137872119,-0.1566037767211246,-0.07841333969159697,1.0539433764675357
23/08/00,Everton,Charlton,Andy Hall,H,-0.6622336505343406,-0.9326348152470133,-0.6221935771229731,-1.7645831743076803,-0.8652720702362133,-1.0843551974677619,-0.530603878993488,-0.2296493686935777,-0.9855372875761278,0.12030092960317784,1.8594565576746576,-0.9604879553218432,3.009774757594022,0.3693188601981646
23/08/00,Man City,Sunderland,David Ellaray,H,3.0922253335308336,0.03175111616333162,1.9706260840279919,-0.8305329460904013,1.3054209705703417,-0.9509188527041097,2.372483038560252,-1.1064204826482649,-1.691274654399725,0.4104436679846103,-2.3998822650362603,0.24533831257923525,-0.8504603640130017,0.3693188601981646
23/08/00,Newcastle,Derby,Dermot Gallagher,H,0.27638109548195294,-1.7898667542784312,0.6742162534525094,-1.6254693105306388,-0.17616316839286242,-0.4171734736495008,0.4519793854093166,-0.6911078497223607,0.6275766937349495,1.9256335239765388,0.39530883736777933,0.37931900901268856,-0.07841333969159697,-0.9999301723405777
